,parameter,counts,counts_H,counts_NH,p_from_H,p_from_NH,priority
42285,편재/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42286,부지역/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42287,벡비/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42288,컬리지/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42289,딸링/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42290,공채/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42291,재방볼땐뒤/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42292,때젤루잼/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42293,sports/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42294,엄호/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42295,공격헬기/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42296,새마을금고/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42297,설량/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42298,넢어/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42299,펠츠/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42300,투하트/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42301,바랫다/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42302,스릉합니/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42303,하들리/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42304,또하나의약속/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42305,쨘/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42306,;;;;;;;;;;;;;;;;/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42307,시험이군/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42308,TRPG/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42309,작이라면/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42310,10/9/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42311,엮시코/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42312,정재은/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42313,우유부단/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42314,변소/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42315,곁눈질끝/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42316,연규성/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42317,쓔/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42318,워머신/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42319,므고이/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42320,다져지다/Verb,1,1,0,1.1115310228308472e-05,0.0,1.0
42321,얼밑/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42322,..+/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42323,jin/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42324,맘보/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42325,03분/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42326,쿠엔텐/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42327,446/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42328,똘기가있/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42329,헛날/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42330,옯다/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42331,씨븅/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42332,초음/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42333,9/10/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42334,봉헌/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42335,EAT/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42336,;;;.../Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42337,니까/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42338,비트쩌/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42339,쏟아붇/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42340,외말/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42341,페션영상/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42342,소크라테스/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42343,버틴/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42344,?*/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42345,신지아/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42346,도안돼서/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42347,개객/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42348,객객/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42349,왕과나/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42350,율브린너/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42351,예쁘닼/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42352,샤방샤방/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42353,잉태/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42354,소쟈/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42355,뿜었/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42356,걸세/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42357,.]/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42358,",,,)/Punctuation",1,1,0,1.1115310228308472e-05,0.0,1.0
42359,such/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42360,?^_^*/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42361,쬬/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42362,어젠다/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42363,홍정희/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42364,완전채/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42365,괴성괴/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42366,새털/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42367,통념/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42368,이칸희/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42369,주필/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42370,번거롭다/Adjective,1,1,0,1.1115310228308472e-05,0.0,1.0
42371,해산/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42372,앗차/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42373,GLOCK/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42374,옥살이/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42375,했었더랬다/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42376,자동소총/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42377,포로수용소/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42378,이클립스/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42379,'/;'/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42380,병일/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42381,알쯔/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42382,.....…/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42383,마이키/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42384,fxxxck/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42385,티애/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42386,배빗/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42387,헛수고/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42388,..&&&/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42389,!!!^&^/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42390,475/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42391,헛봤군/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42392,잘봤슴/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42393,힐스/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42394,베벌리/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42395,줭/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42396,18%/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42397,!~!~!/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42398,!~!~/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42399,재밌엇엉/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42400,빈대/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42401,카자흐/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42402,.^__^//Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42403,표절킴/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42404,괘안쿠/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42405,Romance/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42406,체험판/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42407,동안본/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42408,바람결/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42409,힘들엇구/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42410,위계/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42411,적위/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42412,헠헠/Exclamation,1,1,0,1.1115310228308472e-05,0.0,1.0
42413,우악스럽다/Adjective,1,1,0,1.1115310228308472e-05,0.0,1.0
42414,안광/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42415,비루/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42416,",................/Punctuation",1,1,0,1.1115310228308472e-05,0.0,1.0
42417,앨련/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42418,~^^~/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42419,단치/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42420,asdasdasdasd/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42421,유토좀/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42422,지온/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42423,51회/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42424,맥주잔/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42425,보옴/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42426,감시자/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42427,스테파낙/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42428,썻었을거/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42429,가옥/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42430,헷갈렷/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42431,설호/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42432,묘술/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42433,태닝/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42434,씀/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42435,수인/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42436,능빔/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42437,차이밍량/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42438,나빼썅/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42439,먹는모습/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42440,개걸/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42441,민방위/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42442,왕씨/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42443,안봣을껄/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42444,게임방/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42445,무음/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42446,촟같/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42447,못생겻다/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42448,토글/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42449,을듯/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42450,목서/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42451,1436만/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42452,껄끄럽다/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42453,롹앤롤/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42454,감리교/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42455,장로교/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42456,박정식/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42457,용과/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42458,폭류/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42459,난덨/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42460,대인지뢰/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42461,58분/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42462,젠거/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42463,졈/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42464,스편/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42465,일대종사/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42466,장체/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42467,프리버즈/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42468,노래씬/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42469,손아섭/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42470,전껀데/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42471,거릴때/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42472,9.36/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42473,중학생시절/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42474,Wjfdma/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42475,됭어/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42476,ㅡㅂ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42477,은건/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42478,완젼좋아/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42479,이옥/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42480,5000/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42481,근거리/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42482,았었다/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42483,긍금/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42484,곤곤/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42485,랩터/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42486,늘씬/Adverb,1,0,1,0.0,1.1106915165381966e-05,1.0
42487,봄볕/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42488,거뭐애/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42489,볼려곸/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42490,sos/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42491,VTR/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42492,창창하다/Adjective,1,0,1,0.0,1.1106915165381966e-05,1.0
42493,...-_-;;;.../Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42494,제잠스는/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42495,smile/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42496,대만도/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42497,혜안/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42498,섹하/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42499,취할지/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42500,ㅗㅅㅎ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42501,ㅔㅈ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42502,ㅑㄱ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42503,홉제/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42504,볻제/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42505,봊/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42506,ㅔㅐㄴㅇ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42507,샹먀/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42508,ㅓㄴ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42509,Africa/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42510,Nowhere/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42511,전에봤던영화/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42512,겨울나기/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42513,패불/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42514,몸캠/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42515,샵섁기들/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42516,"...,,./Punctuation",1,0,1,0.0,1.1106915165381966e-05,1.0
42517,쏱아내/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42518,코모/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42519,밀짚모자/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42520,정신사/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42521,도완이/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42522,개압되/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42523,티뷔/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42524,5만유로/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42525,몬쓰/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42526,장택기/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42527,프로파일/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42528,룸살롱/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42529,007-1/Number,1,1,0,1.1115310228308472e-05,0.0,1.0
42530,가우/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42531,!!~!!!~~@!!~~!/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42532,도협/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42533,매조키즘/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42534,새디즘/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42535,혓바늘/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42536,부둥키다/Verb,1,1,0,1.1115310228308472e-05,0.0,1.0
42537,뭉칫돈/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42538,샬림씨/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42539,골칫/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42540,구리면/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42541,상륙씬/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42542,⊙⊙/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42543,축카/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42544,슈케/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42545,스탭아니/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42546,춘향가/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42547,콜드/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42548,셋업/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42549,눈색/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42550,초인종/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42551,"..,...,../Punctuation",1,1,0,1.1115310228308472e-05,0.0,1.0
42552,박리나/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42553,김선혜/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42554,..........................!/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42555,페기/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42556,롭좀비/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42557,어젠/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42558,외임/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42559,이동주/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42560,^;;/Punctuation,1,0,1,0.0,1.1106915165381966e-05,1.0
42561,영건/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42562,햏/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42563,선채/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42564,늙었슴/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42565,이오니/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42566,선적/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42567,우스갯소리/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42568,손도끼/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42569,소시/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42570,합동/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42571,power/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42572,곳피/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42573,날려/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42574,12121212/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42575,영화각본/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42576,luxury/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42577,보넹/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42578,바협/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42579,rkaehdwjrdlqslek/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42580,예쉡/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42581,왜봐/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42582,배씬/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42583,whddkdy/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42584,shfodrk/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42585,~~~:)/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42586,계수/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42587,주바/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42588,샘잼/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42589,이다되어가지만/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42590,nono/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42591,.-_/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42592,다이지/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42593,암모니아/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42594,잭바/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42595,생방왜함/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42596,자꼬/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42597,lp/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42598,굿윌헌팅도쩐당/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42599,영화봣는/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42600,린드/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42601,밤새우다/Verb,1,1,0,1.1115310228308472e-05,0.0,1.0
42602,젬없는/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42603,신혁/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42604,강혁/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42605,서하은/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42606,ㅋㅋㅋㅎㅎㅎ/KoreanParticle,1,1,0,1.1115310228308472e-05,0.0,1.0
42607,명월/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42608,나태주/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42609,ver/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42610,호열/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42611,격일/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42612,부란/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42613,2424/Number,1,0,1,0.0,1.1106915165381966e-05,1.0
42614,보다가관둠/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42615,심햇/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42616,걍/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42617,천연두/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42618,Answer/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42619,후륭하군/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42620,주감/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42621,저만큼/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42622,감독닝/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42623,쫑파티했/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42624,이훨씬지났지만/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42625,홍계훈/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42626,접검/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42627,유성호/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42628,흐읏/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42629,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42630,떻/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42631,앙금/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42632,ㅠㅕㄹ/KoreanParticle,1,0,1,0.0,1.1106915165381966e-05,1.0
42633,묘뉴/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42634,-_-!/Punctuation,1,1,0,1.1115310228308472e-05,0.0,1.0
42635,프로토스/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42636,풀업/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42637,노업/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42638,흡연량/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42639,여짜리/Foreign,1,0,1,0.0,1.1106915165381966e-05,1.0
42640,넓적하다/Adjective,1,0,1,0.0,1.1106915165381966e-05,1.0
42641,읮/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42642,대영화가뭐/Foreign,1,1,0,1.1115310228308472e-05,0.0,1.0
42643,후일담/Noun,1,1,0,1.1115310228308472e-05,0.0,1.0
42644,동화작가/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42645,존트/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
42646,BORING/Alpha,1,0,1,0.0,1.1106915165381966e-05,1.0
42647,PEACE/Alpha,1,1,0,1.1115310228308472e-05,0.0,1.0
42648,절대반지/Noun,1,0,1,0.0,1.1106915165381966e-05,1.0
